"Time","Frequency"
1024961,47619
1025049,46242
1025133,46511
1025229,44444
1025307,45977
1025445,37037
1025603,27027
1025685,33333
1025768,48484
1025855,47058
1025944,45454
1026122,29962
1026195,31872
1026308,43010
1026445,32000
1026614,26143
1026722,28880
1026826,37735
1026973,31872
1027227,19950
1027309,23809
1027398,46783
1027479,47058
1027562,48780
1027926,17897
1028010,17857
1028096,47058
1028182,46511
1028265,47337
1028443,30651
1028526,30651
1028610,47904
1028726,40000
1028808,40404
1028938,37735
1029023,37209
1029105,47904
1029188,48484
1029359,31496
1029581,20356
1029728,21680
1029809,35087
1029936,38461
1030039,34782
1030271,23880
1030505,17167
1030739,17094
1030938,18475
1031106,21798
1031192,31496
1031316,38095
1031399,38647
1031741,18823
1032045,12383
1032588,9445
1032853,9900
1033142,14440
1033226,21447
1033458,25316
1033669,18058
1033794,23809
1034009,23529
1034183,20565
1034651,12461
1035494,6102
1035771,7142
1035957,17278
1036103,24096
1036679,11080
1037988,4244
1038224,5177
1038713,11034
1040583,NA
1084394,NA
1084457,NA
1084519,64000
1084584,62992
1084650,61068
1084718,59701
1084788,57971
1084858,57142
1084929,56737
1085002,55555
1085076,54421
1085150,54054
1085226,53333
1085303,52287
1085380,51948
1085458,51612
1085538,50632
1085617,50314
1085696,50632
1085775,50632
1085856,50000
1085936,49689
1086017,49689
1086099,49079
1086181,48780
1086263,48780
1086345,48780
1086429,48192
1086512,47904
1086596,47904
1086679,47904
1086764,47619
1086850,46783
1086935,46783
1087020,47058
1087105,47058
1087191,46783
1087276,46783
1087362,46783
1087448,46511
1087534,46511
1087621,46242
1087707,46242
1087793,46511
1087881,45977
1087968,45714
1088054,46242
1088141,46242
1088228,45977
1088316,45714
1088403,45714
1088490,45977
1088577,45977
1088665,45714
1088752,45714
1088840,45714
1088928,45454
1089015,45714
1089103,45714
1089190,45714
1089278,45714
1089365,45714
1089453,45714
1089542,45197
1089632,44692
1090409,9227
1090536,8849
1090734,24615
1090912,21276
1091085,22792
1091373,17353
1091873,10152
1092310,8537
1092427,14440
1092591,28469
1092755,24390
1092854,30418
1092982,35242
1093129,29090
1093281,26755
1093361,34482
1093490,38277
1093573,37735
1093678,42553
1093764,41884
1093848,47058
1093937,46242
1094023,45714
1094107,47058
1094192,47337
1094278,46783
1094363,46783
1094477,40201
1094562,40201
1094648,46783
1094733,46783
1094819,46783
1094907,45977
1094995,45454
1095083,45454
1095169,45977
1095255,46511
1095342,46242
1095427,46511
1095513,46783
1095601,45977
1095686,46242
1095799,40404
1095883,40609
1095969,47058
1096059,45454
1096141,46511
1096264,39024
1096343,39603
1096427,49079
1096513,47058
1096598,46783
1096684,46783
1096816,36697
1096926,33057
1097035,36529
1097119,41450
1097203,47619
1097288,47337
1097372,47337
1097460,46511
1097607,34042
1097739,28673
1097822,37209
1097907,47619
1097992,47058
1098124,36866
1098234,33057
1098327,39408
1098407,46242
1098493,48192
1098580,46242
1098666,46242
1098753,46242
1098840,45977
1098926,46242
1099013,46242
1099099,46242
1099189,45454
1099585,16460
1099665,16806
1099769,43478
1099856,41884
1099941,46511
1100026,47058
1100112,46783
1100244,36697
1100331,36529
1100418,45977
1100506,45714
1100590,46511
1100675,47337
1100758,47619
1100836,49689
1100916,50632
1100995,50314
1101079,49079
1101170,45714
1101256,45197
1101338,47619
1101496,33333
1101580,33057
1101660,48780
1101742,49382
1101827,47904
1101937,41025
1102048,36199
1102135,40404
1102219,46783
1102348,37558
1102551,24096
1102701,22662
1102788,33755
1102873,46511
1102959,46783
1103042,47337
1103128,47337
1103214,46511
1103367,33472
1103466,31746
1103589,36036
1103942,16806
1104026,18306
1104157,37209
1104244,36697
1104348,41884
1104478,34188
1104564,37037
1104673,41025
1104759,41025
1104889,37037
1104973,37383
1105190,26578
1105273,26666
1105485,27118
1105573,26666
1105701,37037
1105788,37209
1105872,46783
1106022,34188
1106109,33755
1106193,46783
1106279,47058
1106474,28469
1106788,15717
1106947,16913
1107140,22727
1107376,18648
1107630,16326
1108141,10457
1108263,12638
1108423,28368
1108501,33613
1108585,49382
1108666,48484
1108906,24922
1109259,13490
1109519,13050
1109712,17660
1109860,23460
1109944,34482
1110033,46242
1110115,46783
1110224,41884
1110308,41450
1110415,41884
1110677,21680
1110758,23323
1110844,47904
1111201,18058
1111484,12500
1112009,9900
1112133,12326
1112631,12861
1114330,NA
1115118,NA
1115683,5912
1117943,NA
1126769,NA
1220497,NA
1220559,NA
1220625,62500
1220692,60150
1220761,58823
1220831,57553
1220903,56338
1220975,55555
1221048,55172
1221123,54054
1221198,53333
1221273,53333
1221350,52631
1221427,51948
1221504,51948
1221583,51282
1221662,50632
1221741,50632
1221821,50314
1221902,49689
1221983,49382
1222064,49382
1222146,49079
1222228,48780
1222311,48484
1222394,48192
1222478,47904
1222563,47337
1222647,47337
1222731,47619
1222815,47619
1222900,47337
1222986,46783
1223071,46783
1223157,46783
1223243,46511
1223329,46511
1223416,46242
1223502,46242
1223589,46242
1223676,45977
1223762,46242
1223849,46242
1223936,45977
1224022,46242
1224109,46242
1224196,45977
1224283,45977
1224371,45714
1224458,45714
1224545,45977
1224633,45714
1224721,45454
1224809,45454
1224896,45714
1224984,45714
1225072,45454
1225160,45454
1225248,45454
1225335,45714
1225423,45714
1225510,45714
1225598,45714
1225686,45454
1225773,45714
1225861,45714
1225969,40816
1226056,41025
1226145,45454
1226298,33057
1226436,27491
1226623,24615
1226700,30303
1226787,48780
1226859,50314
1226931,55555
1227009,53333
1227142,37914
1227225,37037
1227301,50314
1227379,51948
1227491,42105
1227569,42105
1227648,50955
1227730,49689
1227816,47619
1227893,49079
1227973,50955
1228160,29962
1228239,30075
1228323,49079
1228402,49079
1228489,48192
1228575,46242
1228661,46511
1228743,47619
1228819,50632
1228898,51612
1228984,48484
1229067,47337
1229148,48780
1229236,47337
1229319,46783
1229403,47904
1229515,40816
1229598,41025
1229683,47619
1229764,48192
1229865,43956
1229947,43715
1230032,47904
1230117,47058
1230209,45197
1230295,44943
1230382,46242
1230469,45977
1230553,46783
1230640,46783
1230726,46242
1230814,45977
1230899,46242
1230984,47058
1231060,49689
1231141,50955
1231224,48780
1231313,46511
1231404,44444
1231475,49382
1231559,51612
1231644,47337
1231728,47337
1231806,49382
1231888,50000
1231975,47337
1232061,46242
1232148,46242
1232235,45977
1232321,46242
1232408,46242
1232491,47058
1232575,47904
1232659,47619
1232741,48192
1232844,43243
1232925,43478
1233012,47619
1233095,47058
1233183,46783
1233272,45197
1233352,47337
1233432,50000
1233513,49689
1233604,46511
1233694,44198
1233779,45714
1233866,46511
1233951,46511
1234043,45197
1234130,44692
1234214,46783
1234300,47058
1234386,46511
1234471,46783
1234560,45977
1234644,46242
1234732,46511
1234816,46511
1234900,47619
1234985,47337
1235067,47904
1235140,51612
1235224,50955
1235307,47904
1235388,48780
1235469,49382
1235552,48780
1235642,46242
1235755,39408
1235839,40609
1235925,47058
1236010,46783
1236096,46783
1236180,47058
1236264,47619
1236349,47337
1236439,45714
1236522,46242
1236657,36697
1236735,37558
1236816,50314
1236901,48192
1236990,45977
1237078,45197
1237162,46511
1237273,41025
1237356,41237
1237462,42328
1237543,42780
1237627,48484
1237715,46511
1237798,46783
1237922,38647
1238003,39024
1238086,48780
1238172,47337
1238256,47058
1238376,39215
1238457,39800
1238544,47619
1238631,45977
1238742,40404
1238826,41025
1238912,47058
1238993,47904
1239093,44198
1239174,44198
1239258,48484
1239412,33613
1239494,33898
1239609,40609
1239690,40816
1239768,50314
1239890,40000
1239976,38461
1240061,46783
1240313,23738
1240394,24024
1240477,48780
1240563,47337
1240650,46242
1240735,46511
1240823,46242
1240909,45977
1240997,45977
1241082,46242
1241213,37037
1241347,30188
1241560,23054
1241686,23598
1241767,38647
1241895,38277
1241981,37383
1242063,47619
1242151,47058
1242235,46511
1242316,48484
1242487,31746
1242573,31128
1242655,47619
1242741,47619
1242848,41450
1242976,34042
1243105,31128
1243327,22792
1243790,11678
1244091,10471
1244373,13722
1244524,18475
1244608,34042
1244717,41450
1244800,41666
1244885,47619
1245076,28985
1245179,27210
1245444,21739
1245632,17660
1246037,13490
1246530,8908
1246922,9039
1247414,9049
1247958,7722
1248689,6274
1249514,5141
1249793,7246
1252179,NA
1252801,NA
1258206,NA
1313988,NA
1314048,NA
1314111,65040
1314175,62992
1314241,61538
1314309,59701
1314377,58823
1314447,57971
1314518,56737
1314591,55555
1314665,54421
1314739,54054
1314814,53691
1314890,52980
1314967,52287
1315046,51282
1315126,50314
1315205,50314
1315285,50314
1315365,50000
1315445,50000
1315526,49689
1315607,49382
1315689,49079
1315771,48780
1315854,48484
1315936,48484
1316020,48192
1316104,47619
1316187,47904
1316272,47619
1316355,47619
1316440,47619
1316525,47058
1316610,47058
1316696,46783
1316782,46511
1316870,45977
1316956,45977
1317042,46511
1317128,46511
1317215,46242
1317302,45977
1317388,46242
1317475,46242
1317562,45977
1317650,45714
1317737,45714
1317824,45977
1317912,45714
1317999,45714
1318087,45714
1318175,45454
1318264,45197
1318352,45197
1318440,45454
1318528,45454
1318617,45197
1318705,45197
1318793,45454
1318882,45197
1318971,44943
1319060,44943
1319149,44943
1319238,44943
1319327,44943
1319415,45197
1319505,44943
1319594,44692
1319682,45197
1319772,44943
1319861,44692
1319951,44692
1320041,44444
1320131,44444
1320568,15180
1320688,14362
1320841,29304
1320998,25806
1321150,25889
1321328,24242
1321529,21108
1321731,19851
1321837,25974
1322173,18099
1322427,13559
1322572,20050
1323099,11904
1323230,12158
1323426,24464
1323614,20833
1323698,29411
1323787,46242
1323875,45197
1323958,46783
1324066,41884
1324155,40609
1324240,45977
1324463,25974
1324676,18348
1324864,19950
1325019,23323
1325106,33057
1325217,40404
1325352,32520
1325463,32520
1325543,41884
1325983,15384
1326090,14625
1326177,41237
1326265,45714
1326421,32786
1326552,27874
1326660,33472
1326796,32786
1326930,29629
1327132,23809
1327221,27491
1327306,45977
1327394,46242
1327480,45977
1327568,45977
1327656,45454
1327747,44692
1327833,45197
1327922,45714
1328049,37037
1328291,21680
1328445,20202
1328533,33057
1328621,45454
1328705,46511
1328867,32520
1328978,29304
1329065,40404
1329152,45977
1329239,45977
1329326,45977
1329484,32653
1329667,23460
1329795,25723
1329881,37383
1329969,45977
1330053,46511
1330166,40609
1330251,40404
1330338,46511
1330424,46242
1330511,46242
1330599,45714
1330685,45977
1330773,45977
1331070,20779
1331155,20942
1331289,36529
1331374,36529
1331485,40816
1331570,40816
1331656,46783
1331744,45977
1331832,45454
1331920,45454
1332009,45197
1332092,46511
1332180,46783
1332375,28268
1332463,28268
1332568,41450
1332652,42328
1332737,47337
1332842,42105
1333062,24615
1333149,26058
1333236,45977
1333323,45977
1333411,45714
1333498,45714
1333582,46783
1333847,22922
1333957,21333
1334065,36697
1334152,41025
1334285,36363
1334397,32653
1334482,40609
1334590,41450
1334676,41237
1334765,45714
1334850,45977
1334937,46511
1335130,28571
1335496,14311
1336047,8724
1336377,9080
1336576,15122
1336885,15748
1337206,12698
1337336,17738
1337638,18518
1337841,15841
1338832,6700
1339145,6134
1339746,8752
1339830,11678
1341461,4664
1342184,NA
1342687,6525
1352843,NA
1356543,NA
1419768,NA
1436454,NA
1436520,NA
1436586,60606
1436656,58823
1436725,57553
1436796,57142
1436869,55555
1436941,55172
1437015,54794
1437090,53691
1437165,53333
1437241,52980
1437318,52287
1437396,51612
1437474,51282
1437553,50955
1437633,50314
1437713,50000
1437793,50000
1437874,49689
1437956,49079
1438038,48780
1438121,48484
1438204,48192
1438287,48192
1438370,48192
1438454,47904
1438539,47337
1438623,47337
1438708,47337
1438793,47058
1438878,47058
1438963,47058
1439049,46783
1439135,46511
1439221,46511
1439307,46511
1439394,46242
1439480,46242
1439567,46242
1439653,46242
1439740,46242
1439827,45977
1439914,45977
1440001,45977
1440089,45714
1440176,45714
1440264,45714
1440352,45454
1440440,45454
1440528,45454
1440615,45714
1440704,45454
1440792,45197
1440880,45454
1440968,45454
1441056,45454
1441145,45197
1441234,44943
1441322,45197
1441410,45454
1441499,45197
1441588,44943
1441677,44943
1441766,44943
1441854,45197
1441943,45197
1442032,44943
1442121,44943
1442210,44943
1442298,45197
1442388,44943
1442476,44943
1442565,45197
1442654,44943
1442744,44692
1442833,44692
1442926,43956
1443011,44943
1443103,45197
1443189,44943
1443282,44692
1443366,45197
1443480,40404
1443566,40000
1443646,48192
1443727,49689
1443810,48780
1443901,45977
1443989,44692
1444079,44943
1444164,45714
1444247,47619
1444327,49079
1444411,48780
1444500,46242
1444574,49079
1444653,52287
1444728,51948
1444834,44198
1444908,44444
1444990,51282
1445064,51282
1445141,52980
1445333,29739
1445413,29411
1445499,48192
1445583,47058
1445670,46783
1445757,45977
1445843,46242
1445932,45714
1446015,46511
1446104,46511
1446187,46511
1446266,49382
1446348,49689
1446433,47904
1446518,47058
1446607,45977
1446691,46242
1446813,38834
1446901,38095
1446987,45977
1447074,46242
1447161,45977
1447253,44692
1447331,47058
1447414,49689
1447498,47904
1447575,49689
1447660,49382
1447744,47337
1447832,46511
1447926,43956
1448012,44444
1448127,39800
1448206,41237
1448288,49689
1448372,48192
1448463,45714
1448557,43243
1448644,44198
1448731,45977
1448818,45977
1448905,45977
1448993,45714
1449076,46783
1449180,42780
1449265,42328
1449351,46783
1449438,46242
1449531,44444
1449616,44943
1449733,39603
1449818,39603
1449904,46783
1449990,46511
1450082,44943
1450168,44943
1450248,48192
1450329,49689
1450416,47619
1450499,47058
1450584,47619
1450668,47337
1450755,46783
1450838,47058
1450919,48780
1450998,50000
1451079,50000
1451159,49689
1451243,48780
1451327,47619
1451413,47058
1451500,46242
1451585,46511
1451667,47904
1451760,45714
1451847,44444
1451931,46783
1452018,46783
1452105,45977
1452189,46783
1452276,46783
1452363,45977
1452451,45714
1452536,46242
1452623,46511
1452709,46242
1452797,45977
1452883,45977
1452999,39603
1453085,39603
1453170,46783
1453257,46511
1453345,45714
1453433,45454
1453521,45454
1453608,45714
1453694,46242
1453779,46783
1453858,48780
1453983,39215
1454066,38461
1454151,47619
1454239,46242
1454326,45714
1454414,45714
1454501,45714
1454681,29962
1454788,27874
1454898,36866
1455023,34042
1455105,38647
1455190,47904
1455273,47619
1455376,43010
1455462,42328
1455548,46511
1455638,45454
1455724,45454
1455811,46242
1455898,45977
1455987,45454
1456074,45454
1456160,46242
1456249,45714
1456336,45454
1456421,46511
1456506,47058
1456613,41666
1456720,37383
1456861,32258
1456939,36529
1457097,33898
1457182,32921
1457264,47904
1457349,47904
1457431,47904
1457560,37914
1457644,37558
1457728,47619
1457813,47337
1457903,45714
1457988,45714
1458075,46511
1458164,45454
1458266,41884
1458364,40000
1458448,43956
1458606,33057
1458736,27777
1458821,37209
1458908,46511
1458992,46783
1459074,48192
1459157,48484
1459240,48192
1459325,47619
1459410,47058
1459517,41666
1459617,38647
1459742,35555
1459827,38095
1459914,46511
1460072,32653
1460156,33057
1460244,46511
1460329,46242
1460486,33057
1460777,17857
1460884,20100
1460970,41450
1461058,45977
1461145,45714
1461230,46511
1461318,46242
1461402,46511
1461490,46511
1461578,45454
1461663,46242
1461750,46511
1461880,36866
1462034,28169
1462137,31128
1462326,27397
1462540,19851
1462624,26845
1462714,45977
1462797,46242
1463073,22284
1463420,12841
1463741,11976
1463864,18018
1464102,22160
1464231,21798
1464343,33195
1464450,36529
1464577,34188
1465233,10217
1465597,7843
1465757,15267
1465867,29629
1466087,24242
1466319,17699
1466676,13582
1466972,12251
1467850,6814
1468205,6488
1469388,5201
1470645,NA
1472507,NA
1473740,NA
1535277,NA
1535722,NA
1535837,14285
1535913,41884
1535990,52287
1536068,51612
1536147,50955
1536226,50632
1536306,50314
1536387,49689
1536468,49382
1536550,49079
1536632,48780
1536715,48484
1536797,48484
1536881,48192
1536964,47904
1537048,47904
1537132,47619
1537217,47337
1537301,47337
1537387,47058
1537472,46783
1537558,46783
1537644,46511
1537730,46511
1537817,46242
1537903,46242
1537990,46242
1538077,45977
1538164,45977
1538250,46242
1538336,46511
1538424,45977
1538511,45714
1538599,45714
1538687,45454
1538775,45454
1538862,45714
1538950,45714
1539038,45454
1539125,45714
1539214,45454
1539302,45197
1539390,45454
1539479,45197
1539567,45197
1539655,45454
1539744,45197
1539832,45197
1539921,45197
1540010,44943
1540099,44943
1540187,45197
1540276,45197
1540366,44692
1540454,44943
1540544,44943
1540632,44943
1540722,44943
1540811,44692
1540900,44943
1540990,44692
1541079,44692
1541168,44943
1541258,44692
1541347,44692
1541435,45197
1541526,44692
1541615,44444
1541706,44444
1541793,44943
1541954,32258
1542038,32653
1542182,35087
1542282,32786
1542364,43956
1542503,36199
1542685,24922
1542926,18912
1543154,17057
1543283,22408
1543366,37735
1543760,16771
1543885,15414
1544016,31250
1544187,26490
1544588,13986
1544824,12558
1545073,16494
1545646,9732
1545733,12121
1545824,44943
1545909,45454
1545995,46783
1546082,46242
1546169,45977
1546259,45197
1546350,44198
1546481,36036
1546613,30418
1546881,20000
1546969,22471
1547059,44943
1547145,45454
1547233,45977
1547667,15325
1548427,6700
1548538,9184
1548696,29739
1548805,29962
1548917,36199
1549048,32921
1549136,36529
1549287,33472
1549489,22662
1550133,9456
1550350,9291
1550437,26315
1550549,40201
1550657,36363
1550994,17977
1551213,14388
1552363,5843
1552449,6472
1553065,11396
1553611,6884
1554097,7751
1554228,12965
1554375,28776
1554505,28880
1554702,24464
1554788,28268
1554878,45454
1554988,40000
1555141,30418
1555428,18181
1555833,11560
1556317,8998
1556559,11019
1556646,24316
1556756,40609
1556840,41237
1557031,29090
1557234,20304
1557549,15444
1557683,17817
1557901,22727
1558078,20253
1560410,NA
1561155,NA
1562225,4407
1564791,NA
1565259,NA
1565839,7633
1566012,10624
1569267,NA
1572000,NA
1572660,NA
1577758,NA
1579824,NA
1605416,NA
1609830,NA
1643477,NA
1643538,NA
1643602,64000
1643667,62015
1643735,60150
1643804,58394
1643874,57553
1643946,56338
1644018,55555
1644091,55172
1644165,54421
1644239,54054
1644314,53691
1644390,52980
1644466,52631
1644543,52287
1644621,51612
1644699,51282
1644777,51282
1644857,50632
1644937,50000
1645017,50000
1645098,49689
1645179,49382
1645260,49382
1645343,48780
1645426,48192
1645508,48484
1645591,48484
1645674,48192
1645758,47904
1645842,47619
1645926,47619
1646011,47337
1646096,47058
1646181,47058
1646266,47058
1646351,47058
1646437,46783
1646523,46511
1646609,46511
1646695,46511
1646781,46511
1646867,46511
1646953,46511
1647040,46242
1647126,46242
1647213,46242
1647299,46242
1647386,46242
1647473,45977
1647560,45977
1647647,45977
1647734,45977
1647821,45977
1647909,45714
1647996,45714
1648084,45714
1648171,45714
1648259,45714
1648347,45454
1648434,45714
1648523,45454
1648610,45454
1648699,45454
1648787,45197
1648875,45454
1648963,45454
1649051,45454
1649139,45454
1649227,45454
1649316,45197
1649404,45197
1649493,45197
1649582,44943
1649670,45197
1649759,45197
1649848,44943
1649937,44943
1650025,45197
1650114,45197
1650202,45197
1650291,45197
1650379,45197
1650469,44943
1650556,45197
1650646,45197
1650734,44943
1650823,45197
1650967,34334
1651075,31746
1651159,41666
1651253,44943
1651334,45714
1651406,52287
1651488,51948
1651566,50000
1651648,50000
1651733,47904
1651816,47619
1651900,47904
1651987,46783
1652101,39800
1652186,40201
1652273,46511
1652358,46511
1652443,47058
1652526,47619
1652611,47619
1652696,47058
1652783,46511
1652873,45197
1652956,46242
1653045,46511
1653127,46783
1653213,47619
1653294,47904
1653371,50632
1653455,49689
1653534,49079
1653612,50955
1653699,48484
1653784,46511
1653870,46783
1653960,45454
1654047,45197
1654132,46511
1654220,46242
1654316,43478
1654397,45197
1654486,47058
1654572,45714
1654656,47058
1654773,39800
1654855,40201
1654940,47904
1655022,47904
1655102,49382
1655218,40816
1655327,35555
1655413,41025
1655500,46242
1655586,46242
1655672,46511
1655759,46242
1655844,46511
1655929,47058
1656009,48484
1656092,49079
1656178,47337
1656270,44943
1656356,44943
1656442,46511
1656560,39215
1656641,40201
1656724,48780
1656811,47058
1656893,47337
1656981,47058
1657064,46783
1657179,40404
1657262,40404
1657348,47337
1657436,45977
1657522,45977
1657608,46511
1657696,45977
1657783,45714
1657869,46242
1657956,46242
1658070,39800
1658159,39408
1658248,44943
1658332,46242
1658422,45977
1658499,47904
1658580,50632
1658668,47337
1658752,46511
1658938,29629
1659018,30075
1659103,48484
1659185,47904
1659270,47904
1659353,47619
1659472,39603
1659551,40404
1659629,50955
1659715,48780
1659800,46783
1659886,46783
1659972,46511
1660056,47058
1660144,46511
1660230,45977
1660318,45977
1660404,45977
1660491,46242
1660580,45454
1660667,45454
1660753,46242
1660840,46242
1660926,46242
1661012,46511
1661097,46783
1661187,45714
1661268,46783
1661346,50314
1661428,50000
1661608,30534
1661692,30303
1661773,48484
1661853,49689
1661988,37209
1662100,32388
1662185,40609
1662344,32786
1662425,33333
1662511,47904
1662594,47337
1662709,40404
1662813,36529
1662898,42328
1662984,46783
1663071,46242
1663156,46511
1663242,46783
1663404,32258
1663489,32388
1663575,46783
1663850,22160
1663937,22099
1664021,46783
1664107,47058
1664192,46783
1664280,46242
1664368,45454
1664457,45197
1664568,40000
1664655,40404
1664738,47058
1664855,40000
1664936,40404
1665025,47058
1665111,45714
1665197,46511
1665283,46511
1665370,46242
1665457,45977
1665545,45714
1665631,45977
1665719,45977
1665809,44943
1665894,45714
1665980,46783
1666092,40404
1666178,40404
1666263,46783
1666349,46783
1666566,26402
1666694,23188
1666780,37383
1666867,46242
1666978,40404
1667064,40609
1667176,40404
1667260,40816
1667394,36697
1667551,27491
1667634,33333
1667721,47058
1667853,36529
1667934,37558
1668239,20725
1668371,18306
1668527,27777
1668609,33613
1668761,34188
1668866,31128
1668972,37914
1669056,42105
1669140,47619
1669268,37735
1669467,24464
1669551,28268
1669635,47619
1670033,16597
1670306,11922
1670819,10178
1670906,13333
1671361,14760
1671779,9163
1672038,11816
1672166,20671
1672514,16806
1672655,16359
1673631,7162
1673969,6088
1674101,17021
1674184,37209
1674334,34334
1674552,21739
1675009,11851
1675305,10624
1675429,19047
1675581,28985
1675963,14981
1676443,9280
1676801,9546
1676976,15009
1677080,28673
1677276,26666
1677400,25000
1678363,7359
1682101,NA
1682975,NA
1683579,5412
1684024,7626
1687409,NA
1692581,NA
1745172,NA
1745245,NA
1745317,55172
1745391,54794
1745466,53691
1745542,52980
1745619,52287
1745695,52287
1745774,51612
1745852,50955
1745933,50314
1746012,50000
1746093,50000
1746173,49689
1746256,49079
1746339,48192
1746420,48780
1746502,49079
1746585,48484
1746670,47619
1746751,48192
1746835,48484
1746918,47904
1747004,47337
1747088,47058
1747174,47058
1747258,47058
1747364,42105
1747516,31007
1748015,12288
1748233,11157
1748411,20202
1748604,21563
1748716,26229
1748825,36199
1748913,40609
1749024,40201
1749134,36199
1749220,40816
1749332,40404
1749419,40201
1749507,45714
1749619,40000
1749708,39800
1749796,45197
1749885,45197
1749974,44943
1750062,45197
1750151,45197
1750241,44692
1750328,45197
1750416,45714
1750508,44444
1750597,44198
1750686,44943
1750775,44943
1750888,39603
1750976,39800
1751067,44692
1751179,39408
1751267,40000
1751358,44692
1751471,39215
1751556,40404
1751713,33057
1752082,15209
1752625,8771
1752747,12030
1753069,18018
1753173,18779
1753756,11644
1754068,8938
1754240,16528
1754325,31128
1754641,19950
1754741,19230
1754976,23880
1755082,23460
1755260,28169
1755390,25974
1755829,14059
1756821,5590
1757193,5865
1757514,11544
1758314,7136
1758403,8998
1758530,37037
1758621,36697
1758800,29629
1758886,30188
1759554,10610
1759707,9744
1759797,32921
1759932,35555
1760019,36036
1760241,25889
1760441,18957
1760681,18181
1760836,20253
1761280,13355
1761684,9433
1761816,14925
1761925,33195
1762150,23952
1762280,22535
1762840,11594
1763152,9174
1763471,12678
1763645,16227
1763729,31007
1764180,14953
1764923,6700
1765347,6855
1765847,8658
1766199,9389
1766828,8154
1767344,6986
1767971,6999
1768484,7017
1769345,5822
1770991,NA
1774785,NA
1775310,NA
1775695,8791
1776950,4878
1777338,4869
1777997,7640
1780298,NA
1787872,NA
1861148,NA
1861216,NA
1861288,57142
1861360,55555
1861433,55172
1861507,54421
1861581,54054
1861657,53333
1861733,52631
1861809,52631
1861887,51948
1861965,51282
1862044,50955
1862123,50632
1862203,50314
1862284,49689
1862365,49382
1862446,49382
1862527,49382
1862610,48780
1862693,48192
1862775,48484
1862858,48484
1862941,48192
1863024,48192
1863108,47904
1863193,47337
1863277,47337
1863361,47619
1863446,47337
1863530,47337
1863616,47058
1863701,46783
1863787,46783
1863873,46511
1863959,46511
1864044,46783
1864130,46783
1864217,46242
1864303,46242
1864389,46511
1864476,46242
1864563,45977
1864650,45977
1864737,45977
1864824,45977
1864911,45977
1864999,45714
1865086,45714
1865174,45714
1865261,45714
1865349,45714
1865436,45714
1865524,45714
1865612,45454
1865700,45454
1865788,45454
1865876,45454
1865965,45197
1866054,44943
1866141,45454
1866230,45454
1866318,45197
1866407,45197
1866496,44943
1866584,45197
1866673,45197
1866761,45197
1866850,45197
1866939,44943
1867027,45197
1867116,45197
1867203,45454
1867293,45197
1867384,44198
1867473,44444
1867589,39024
1867720,32388
1867799,38095
1868016,27027
1868137,23668
1868219,39408
1868308,46783
1868393,45977
1868506,40404
1868638,32653
1868723,36866
1868813,45714
1868897,45977
1868983,47058
1869068,46783
1869159,45454
1869242,45977
1869324,48484
1869405,49079
1869487,49079
1869574,47337
1869658,46783
1869740,48192
1869826,47619
1869908,47619
1869988,49382
1870072,48780
1870155,47904
1870289,36866
1870374,36529
1870486,40609
1870568,41237
1870703,36866
1870787,36529
1870873,47058
1870964,45197
1871048,45714
1871134,47058
1871217,47337
1871300,48192
1871384,47904
1871468,47619
1871582,40404
1871762,27210
1871848,30075
1871932,47058
1872019,46783
1872142,38095
1872238,36529
1872320,44943
1872404,48192
1872489,47337
1872576,46511
1872663,45977
1872870,27210
1872971,25974
1873052,43956
1873133,49382
1873212,50000
1873294,49689
1873383,46783
1873469,45714
1873554,46783
1873673,39215
1873757,39408
1873843,47058
1873959,39603
1874044,39800
1874134,45714
1874218,45977
1874304,47058
1874387,47337
1874480,45454
1874564,45197
1874646,48192
1874727,49079
1874828,43956
1875104,21220
1875186,22346
1875270,48192
1875353,47904
1875436,48192
1875524,46783
1875609,46242
1875695,46783
1875782,46242
1875923,35087
1876005,35874
1876095,46511
1876180,45714
1876265,47058
1876354,45977
1876443,44943
1876530,45454
1876617,45977
1876703,46242
1876794,45197
1876881,44943
1876969,45714
1877126,32653
1877210,33195
1877293,47904
1877444,34188
1877530,33755
1877615,46783
1877703,46242
1877787,46511
1877921,36697
1878006,36529
1878134,37558
1878221,37209
1878309,45714
1878392,46783
1878478,47337
1878615,35874
1878702,35714
1878791,45454
1878917,37209
1879058,29962
1879142,35555
1879251,41450
1879409,29962
1879539,27777
1879628,36529
1879713,45977
1879800,46511
1879888,45714
1879976,45454
1880062,45977
1880148,46511
1880234,46511
1880345,40609
1880542,25974
1880627,28368
1880713,46783
1880979,22727
1881198,16494
1881324,23188
1881432,34188
1881654,24242
1881826,20304
1881954,26666
1882331,15841
1882415,17353
1882499,47619
1882981,14134
1883137,12539
1883400,19093
1883673,14925
1883922,15325
1884033,22222
1884120,40404
1884204,46783
1884288,47619
1884373,47337
1884549,30651
1884833,17391
1885161,13071
1885430,13400
1885623,17316
1885794,21978
1885924,26578
1886009,37209
1886225,26578
1886397,20618
1886524,26755
1886719,24844
1886985,17353
1887130,19464
1887270,28070
1887354,35714
1887483,37558
1887588,34188
1887714,34632
1888162,13937
1889023,6111
1889506,5952
1889809,10178
1890077,14010
1890669,9302
1891510,5582
1893546,NA
1894290,NA
1894705,6902
1895026,10869
1895488,10217
1901330,NA
1921701,NA
1972978,NA
1973092,NA
1973268,27586
1973385,27303
